ep,vl,vr,e,delta_e
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
-0.14,0.22,0.26,-0.09,0.05
-0.09,0.78,0.71,-0.29,-0.2
-0.29,1.32,1.21,-0.39,-0.1
-0.39,1.84,1.65,-0.22,0.17
-0.22,2.33,2.04,0.06,0.28
0.06,2.68,2.31,0.31,0.25
0.31,2.91,2.53,0.12,-0.19
0.12,3.05,2.78,-0.22,-0.34
-0.22,3.14,3.01,-0.27,-0.05
-0.27,3.25,3.12,0.01,0.28
0.01,3.38,3.16,0.25,0.24
0.25,3.48,3.23,0.33,0.08
0.33,3.51,3.32,0.21,-0.12
0.21,3.45,3.42,-0.01,-0.22
-0.01,3.46,3.53,-0.23,-0.22
-0.23,3.43,3.53,-0.09,0.14
-0.09,3.44,3.46,0.08,0.17
0.08,3.51,3.47,0.15,0.07
0.15,3.55,3.5,0.02,-0.13
0.02,3.58,3.56,0.07,0.05
0.07,3.58,3.61,0.15,0.08
0.15,3.57,3.58,0.11,-0.04
0.11,3.55,3.59,-0.13,-0.24
-0.13,3.56,3.63,-0.2,-0.07
-0.2,3.59,3.64,0.11,0.31
0.11,3.65,3.6,0.35,0.24
0.35,3.66,3.56,0.16,-0.19
0.16,3.65,3.62,-0.03,-0.19
-0.03,3.5,3.54,-0.21,-0.18
-0.21,3.46,3.53,-0.06,0.15
-0.06,3.49,3.47,0.22,0.28
0.22,3.47,3.35,0.32,0.1
0.32,3.46,3.38,0.12,-0.2
0.12,3.42,3.43,-0.12,-0.24
-0.12,3.42,3.5,-0.03,0.09
-0.03,3.52,3.54,0.1,0.13
0.1,3.57,3.51,0.16,0.06
0.16,3.56,3.51,0.06,-0.1
0.06,3.57,3.55,-0.06,-0.12
-0.06,3.55,3.6,-0.18,-0.12
-0.18,3.56,3.58,-0.03,0.15
-0.03,3.55,3.54,0.1,0.13
0.1,3.6,3.55,0.18,0.08
0.18,3.52,3.48,0.07,-0.11
0.07,3.54,3.53,-0.02,-0.09
-0.02,3.55,3.58,0.07,0.09
0.07,3.54,3.55,0.13,0.06
0.13,3.55,3.54,0.06,-0.07
0.06,3.62,3.6,0.26,0.2
0.26,3.57,3.47,-0.17,-0.43
-0.17,2.58,3.08,-1.14,-0.97
-1.14,2.42,3.35,-1.01,0.13
-1.01,2.78,2.98,0.8,1.81
0.8,3.3,2.46,1.23,0.43
1.23,3.26,2.53,0.28,-0.95
0.28,2.73,3.02,-1.07,-1.35
-1.07,2.42,3.42,-1.06,0.01
-1.06,2.68,3.15,0.12,1.18
0.12,3.14,2.62,-0.67,-0.79
-0.67,2.73,3.06,1.02,1.69
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
0.82,0.08,0.24,-0.05,-0.87
-0.05,0.34,0.91,-0.77,-0.72
-0.77,0.84,1.49,-0.84,-0.07
-0.84,1.43,1.75,-0.27,0.57
-0.27,2.02,1.86,0.83,1.1
0.83,2.52,2.03,0.82,-0.01
0.82,2.69,2.44,-0.39,-1.21
-0.39,2.66,2.95,-1.04,-0.65
-1.04,2.76,3.18,-0.66,0.38
-0.66,3.11,3.11,0.67,1.33
0.67,3.55,2.97,1.05,0.38
1.05,3.58,3.11,0.31,-0.74
0.31,3.36,3.51,-0.88,-1.19
-0.88,3.21,3.71,-1.02,-0.14
-1.02,3.39,3.63,0.27,1.29
0.27,3.73,3.36,0.95,0.68
0.95,3.82,3.29,0.77,-0.18
0.77,3.62,3.53,-0.62,-1.39
-0.62,3.4,3.84,-1.09,-0.47
-1.09,3.44,3.84,-0.44,0.65
-0.44,3.73,3.57,0.87,1.31
0.87,3.96,3.37,1.04,0.17
1.04,3.83,3.46,0.21,-0.83
0.21,3.54,3.75,-0.9,-1.11
-0.9,3.38,3.92,-0.81,0.09
-0.81,3.52,3.73,0.31,1.12
0.31,3.82,3.49,0.9,0.59
0.9,3.85,3.41,0.75,-0.15
0.75,3.68,3.61,-0.58,-1.33
-0.58,3.45,3.91,-1.09,-0.51
-1.09,3.5,3.93,-0.5,0.59
-0.5,3.8,3.64,0.79,1.29
0.79,3.98,3.35,1.05,0.26
1.05,3.88,3.4,0.37,-0.68
0.37,3.61,3.72,-0.99,-1.36
-0.99,3.42,3.96,-1.12,-0.13
-1.12,3.54,3.81,0.24,1.36
0.24,3.89,3.48,1.07,0.83
1.07,3.97,3.35,0.91,-0.16
0.91,3.7,3.48,-0.17,-1.08
-0.17,3.42,3.76,-0.93,-0.76
-0.93,3.34,3.85,-0.69,0.24
-0.69,3.59,3.66,0.59,1.28
0.59,3.91,3.45,1.05,0.46
1.05,3.91,3.46,0.66,-0.39
0.66,3.65,3.71,-0.7,-1.36
-0.7,3.38,3.93,0.05,0.75
0.05,3.45,3.41,0.63,0.58
0.63,3.19,2.64,1.17,0.54
1.17,3.21,2.55,0.29,-0.88
0.29,2.75,3.06,-1.05,-1.34
-1.05,2.48,3.41,-1.09,-0.04
-1.09,2.78,3.15,0.6,1.69
0.6,3.37,2.62,1.23,0.63
1.23,3.43,2.57,0.57,-0.66
0.57,2.91,3.08,-1.1,-1.67
-1.1,2.51,3.52,-1.13,-0.03
-1.13,2.72,3.26,-0.01,1.12
-0.01,2.25,2.68,-1.03,-1.02
-1.03,2.08,2.9,-0.97,0.06
-0.97,2.36,2.56,0.98,1.95
0.98,2.95,2.07,1.22,0.24
1.22,2.82,2.11,0.21,-1.01
0.21,2.3,2.67,-1.12,-1.33
-1.12,2.08,3,-1.03,0.09
-1.03,2.34,2.68,0.82,1.85
0.82,2.87,2.14,1.2,0.38
1.2,2.78,2.15,-0.07,-1.27
-0.07,2.26,2.68,-1.13,-1.06
-1.13,2.05,2.85,1,2.13
1,2.08,1.73,-0.44,-1.44
-0.44,1.66,2.12,-1,-0.56
-1,1.59,2.14,-0.04,0.96
-0.04,1.93,1.79,1.04,1.08
1.04,2.17,1.61,0.72,-0.32
0.72,1.89,1.85,-1.02,-1.74
-1.02,1.51,2.3,-1.08,-0.06
-1.08,1.71,2.12,0.47,1.55
0.47,2.15,1.7,1.02,0.55
1.02,2.26,1.7,0.15,-0.87
0.15,1.87,2.04,-1.06,-1.21
-1.06,1.67,2.33,-0.77,0.29
-0.77,1.96,2,0.66,1.43
-0.86,0.52,0.34,0.45,1.31
0.45,1.3,0.58,1.04,0.59
1.04,1.8,1.06,0.85,-0.19
0.85,2,1.75,-0.64,-1.49
-0.64,2.08,2.46,-0.93,-0.29
-0.93,2.36,2.73,-0.48,0.45
-0.48,2.85,2.68,0.89,1.37
0.89,3.3,2.65,1.02,0.13
1.02,3.34,2.9,0.43,-0.59
0.43,3.17,3.32,-0.94,-1.37
-0.94,3.06,3.63,-1.02,-0.08
-1.02,3.27,3.57,0.32,1.34
0.32,3.67,3.31,1.12,0.8
1.12,3.68,3.17,0.87,-0.25
0.87,3.5,3.46,-0.6,-1.47
-0.6,3.24,3.79,-1.07,-0.47
-1.07,3.27,3.83,-0.59,0.48
-0.59,3.62,3.58,0.92,1.51
0.92,3.92,3.35,1.12,0.2
1.12,3.85,3.46,0.16,-0.96
0.16,3.56,3.81,-0.86,-1.02
-0.86,3.37,3.96,-0.82,0.04
-0.82,3.52,3.81,0.07,0.89
0.07,3.81,3.55,0.96,0.89
0.96,3.91,3.46,0.74,-0.22
0.74,3.73,3.65,-0.52,-1.26
-0.52,3.5,3.92,-1.01,-0.49
-1.01,3.46,3.87,-0.53,0.48
-0.53,3.73,3.62,0.91,1.44
0.91,4,3.4,1.19,0.28
1.19,3.9,3.48,0.48,-0.71
0.48,3.58,3.8,-0.9,-1.38
-0.9,3.33,3.96,-1.1,-0.2
-1.1,3.46,3.85,0.07,1.17
0.07,3.77,3.52,0.93,0.86
0.93,3.87,3.36,0.81,-0.12
0.81,3.7,3.52,-0.39,-1.2
-0.39,3.46,3.78,-1.01,-0.62
-1.01,3.43,3.86,-0.65,0.36
-0.65,3.7,3.65,0.72,1.37
0.72,4,3.44,1.09,0.37
1.09,3.94,3.45,0.68,-0.41
0.68,3.65,3.78,-0.75,-1.43
-0.75,3.42,4.03,-1.04,-0.29
-1.04,3.48,3.96,-0.38,0.66
-0.38,3.78,3.67,0.68,1.06
0.68,3.97,3.37,0.13,-0.55
0.13,3.55,3.54,0.06,-0.07
0.06,3.62,3.6,0.26,0.2
0.26,3.57,3.47,-0.17,-0.43
-0.17,2.58,3.08,-1.14,-0.97
-1.14,2.42,3.35,-1.01,0.13
-1.01,2.78,2.98,0.8,1.81
0.8,3.3,2.46,1.23,0.43
1.23,3.26,2.53,0.28,-0.95
0.28,2.73,3.02,-1.07,-1.35
-1.07,2.42,3.42,-1.06,0.01
-1.06,2.68,3.15,0.12,1.18
0.12,3.14,2.62,-0.67,-0.79
-0.67,2.73,3.06,1.02,1.69
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
-1.08,0.32,0.14,-0.92,0.16
-0.92,1.09,0.34,0.38,1.3
0.38,1.89,0.63,1.06,0.68
1.06,2.32,1.06,0.96,-0.1
0.96,2.43,1.75,-0.24,-1.2
-0.24,2.39,2.46,-0.98,-0.74
-0.98,2.55,2.79,-0.68,0.3
-0.68,2.94,2.79,0.67,1.35
0.67,3.37,2.71,1.07,0.4
1.07,3.42,2.79,0.73,-0.34
0.73,3.25,3.21,-0.89,-1.62
-0.89,3.1,3.63,-1.06,-0.17
-1.06,3.18,3.56,0.03,1.09
0.03,3.57,3.33,1.06,1.03
1.06,3.75,3.22,0.99,-0.07
0.99,3.56,3.4,-0.26,-1.25
-0.26,3.33,3.74,-1.04,-0.78
-1.04,3.26,3.83,-0.83,0.21
-0.83,3.43,3.59,0.65,1.48
0.65,3.78,3.31,1.08,0.43
1.08,3.77,3.31,0.56,-0.52
0.56,3.51,3.61,-0.6,-1.16
-0.6,3.27,3.8,-0.96,-0.36
-0.96,3.24,3.7,-0.59,0.37
-0.59,3.59,3.5,0.92,1.51
0.92,3.91,3.3,1.13,0.21
1.13,3.81,3.36,0.6,-0.53
0.6,3.53,3.69,-0.82,-1.42
-0.82,3.32,3.93,-1.09,-0.27
-1.09,3.36,3.81,-0.36,0.73
-0.36,3.71,3.48,0.99,1.35
0.99,3.86,3.27,1.05,0.06
1.05,3.75,3.41,0.35,-0.7
0.35,3.46,3.67,-0.96,-1.31
-0.96,3.27,3.84,-0.86,0.1
-0.86,3.46,3.71,0.41,1.27
0.41,3.78,3.41,0.99,0.58
0.99,3.83,3.37,0.61,-0.38
0.61,3.62,3.61,-0.71,-1.32
-0.71,3.4,3.89,-1.04,-0.33
-1.04,3.42,3.81,-0.45,0.59
-0.45,3.75,3.59,0.85,1.3
0.85,3.96,3.37,1.08,0.23
1.08,3.83,3.4,0.41,-0.67
0.41,3.54,3.74,-0.88,-1.29
-0.88,3.36,3.95,-0.94,-0.06
-0.94,3.4,3.78,-0.1,0.84
-0.1,3.72,3.5,0.06,0.16
0.06,3.62,3.6,0.26,0.2
0.26,3.57,3.47,-0.17,-0.43
-0.17,2.58,3.08,-1.14,-0.97
-1.14,2.42,3.35,-1.01,0.13
-1.01,2.78,2.98,0.8,1.81
0.8,3.3,2.46,1.23,0.43
1.23,3.26,2.53,0.28,-0.95
0.28,2.73,3.02,-1.07,-1.35
-1.07,2.42,3.42,-1.06,0.01
-1.06,2.68,3.15,0.12,1.18
0.12,3.14,2.62,-0.67,-0.79
-0.67,2.73,3.06,1.02,1.69
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
-0.99,0.48,0.12,-0.06,0.93
-0.06,1.18,0.32,0.85,0.91
0.85,1.77,0.75,0.92,0.07
0.92,2.05,1.42,0.1,-0.82
0.1,2.12,2.08,-0.78,-0.88
-0.78,2.3,2.54,-0.8,-0.02
-0.8,2.68,2.69,0.28,1.08
0.28,3.08,2.62,0.82,0.54
0.82,3.27,2.71,0.68,-0.14
0.68,3.15,2.95,-0.19,-0.87
-0.19,3.02,3.24,-1.03,-0.84
-1.03,3.08,3.43,-0.69,0.34
-0.69,3.3,3.31,0.79,1.48
0.79,3.64,3.12,1.18,0.39
1.18,3.67,3.22,0.8,-0.38
0.8,3.36,3.46,-0.68,-1.48
-0.68,3.11,3.72,-1.05,-0.37
-1.05,3.21,3.74,-0.57,0.48
-0.57,3.44,3.45,0.76,1.33
0.76,3.72,3.22,1.07,0.31
1.07,3.67,3.26,0.48,-0.59
0.48,3.4,3.49,-0.77,-1.25
-0.77,3.2,3.79,-0.97,-0.2
-0.97,3.28,3.69,-0.31,0.66
-0.31,3.56,3.41,0.89,1.2
0.89,3.79,3.25,1.14,0.25
1.14,3.65,3.32,0.2,-0.94
0.2,3.34,3.62,-0.99,-1.19
-0.99,3.23,3.81,-0.93,0.06
-0.93,3.35,3.63,-0.06,0.87
-0.06,3.56,3.3,0.91,0.97
0.91,3.75,3.18,0.92,0.01
0.92,3.58,3.31,0,-0.92
0,3.32,3.57,-1.02,-1.02
-1.02,3.24,3.71,-0.79,0.23
-0.79,3.43,3.51,0.67,1.46
0.67,3.72,3.27,1.03,0.36
1.03,3.74,3.27,0.67,-0.36
0.67,3.47,3.48,-0.65,-1.32
-0.65,3.22,3.74,-1.04,-0.39
-1.04,3.25,3.71,-0.68,0.36
-0.68,3.48,3.43,0.64,1.32
0.64,3.81,3.25,1.07,0.43
1.07,3.75,3.24,0.71,-0.36
0.71,3.48,3.53,-0.69,-1.4
-0.69,3.28,3.86,-1.06,-0.37
-1.06,3.3,3.77,-0.56,0.5
-0.56,3.48,3.48,0.68,1.24
0.68,3.81,3.24,0.26,-0.42
0.26,3.57,3.47,-0.17,-0.43
-0.17,2.58,3.08,-1.14,-0.97
-1.14,2.42,3.35,-1.01,0.13
-1.01,2.78,2.98,0.8,1.81
0.8,3.3,2.46,1.23,0.43
1.23,3.26,2.53,0.28,-0.95
0.28,2.73,3.02,-1.07,-1.35
-1.07,2.42,3.42,-1.06,0.01
-1.06,2.68,3.15,0.12,1.18
0.12,3.14,2.62,-0.67,-0.79
-0.67,2.73,3.06,1.02,1.69
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
0.78,0.06,0.3,-0.38,-1.16
-0.38,0.25,0.98,-0.93,-0.55
-0.93,0.78,1.5,-0.54,0.39
-0.54,1.52,1.66,0.71,1.25
0.71,2.16,1.71,0.93,0.22
0.93,2.45,2.13,-0.08,-1.01
-0.08,2.34,2.64,-0.97,-0.89
-0.97,2.45,2.97,-0.67,0.3
-0.67,2.9,2.9,0.64,1.31
0.64,3.26,2.7,1.02,0.38
1.02,3.33,2.86,0.35,-0.67
0.35,3.06,3.25,-1.1,-1.45
-1.1,2.95,3.66,-1.15,-0.05
-1.15,3.24,3.51,0.19,1.34
0.19,3.67,3.09,1.22,1.03
1.22,3.84,2.95,1.04,-0.18
1.04,3.55,3.34,-0.64,-1.68
-0.64,3.12,3.77,-1.15,-0.51
-1.15,3.18,3.82,-0.79,0.36
-0.79,3.48,3.41,1.05,1.84
1.05,3.84,3.03,1.25,0.2
1.25,3.74,3.16,0.37,-0.88
0.37,3.27,3.57,-1.11,-1.48
-1.11,3.03,3.92,-1.14,-0.03
-1.14,3.31,3.69,0.26,1.4
0.26,3.75,3.24,1.2,0.94
1.2,3.9,3.09,0.87,-0.33
0.87,3.58,3.51,-0.79,-1.66
-0.79,3.18,3.87,-1.15,-0.36
-1.15,3.27,3.83,-0.38,0.77
-0.38,3.67,3.39,1.12,1.5
1.12,4,3.13,1.2,0.08
1.2,3.8,3.38,-0.16,-1.36
-0.16,3.32,3.81,-1.09,-0.93
-1.09,3.15,3.97,-0.98,0.11
-0.98,3.5,3.67,0.42,1.4
0.42,3.86,3.24,1.18,0.76
1.18,3.89,3.13,0.71,-0.47
0.71,3.55,3.52,-1.01,-1.72
-1.01,3.18,3.88,-1.04,-0.03
-1.04,3.35,3.7,0.25,1.29
0.25,3.76,3.28,1.06,0.81
1.06,3.87,3.17,0.8,-0.26
0.8,3.57,3.45,-0.72,-1.52
-0.72,3.2,3.72,-1.06,-0.34
-1.06,3.26,3.72,-0.27,0.79
-0.27,3.57,3.33,1.02,1.29
1.02,3.85,3.15,1.13,0.11
1.13,3.68,3.36,1.17,0.04
1.17,3.21,2.55,0.29,-0.88
0.29,2.75,3.06,-1.05,-1.34
-1.05,2.48,3.41,-1.09,-0.04
-1.09,2.78,3.15,0.6,1.69
0.6,3.37,2.62,1.23,0.63
1.23,3.43,2.57,0.57,-0.66
0.57,2.91,3.08,-1.1,-1.67
-1.1,2.51,3.52,-1.13,-0.03
-1.13,2.72,3.26,-0.01,1.12
-0.01,2.25,2.68,-1.03,-1.02
-1.03,2.08,2.9,-0.97,0.06
-0.97,2.36,2.56,0.98,1.95
0.98,2.95,2.07,1.22,0.24
1.22,2.82,2.11,0.21,-1.01
0.21,2.3,2.67,-1.12,-1.33
-1.12,2.08,3,-1.03,0.09
-1.03,2.34,2.68,0.82,1.85
0.82,2.87,2.14,1.2,0.38
1.2,2.78,2.15,-0.07,-1.27
-0.07,2.26,2.68,-1.13,-1.06
-1.13,2.05,2.85,1,2.13
1,2.08,1.73,-0.44,-1.44
-0.44,1.66,2.12,-1,-0.56
-1,1.59,2.14,-0.04,0.96
-0.04,1.93,1.79,1.04,1.08
1.04,2.17,1.61,0.72,-0.32
0.72,1.89,1.85,-1.02,-1.74
-1.02,1.51,2.3,-1.08,-0.06
-1.08,1.71,2.12,0.47,1.55
0.47,2.15,1.7,1.02,0.55
1.02,2.26,1.7,0.15,-0.87
0.15,1.87,2.04,-1.06,-1.21
-1.06,1.67,2.33,-0.77,0.29
-0.77,1.96,2,0.66,1.43
-1.03,0.2,0.02,-0.54,0.49
-0.54,0.9,0.08,0.95,1.49
0.95,1.72,0.32,1.21,0.26
1.21,1.98,0.9,0.52,-0.69
0.52,1.92,1.84,-1.11,-1.63
-1.11,1.94,2.61,-1.09,0.02
-1.09,2.43,2.71,-0.3,0.79
-0.3,3.04,2.47,1.11,1.41
1.11,3.49,2.39,1.2,0.09
1.2,3.34,2.73,0.3,-0.9
0.3,2.95,3.25,-1.09,-1.39
-1.09,2.76,3.56,-1.16,-0.07
-1.16,3.07,3.41,0.16,1.32
0.16,3.55,3.03,1.24,1.08
1.24,3.78,2.98,1.12,-0.12
1.12,3.51,3.3,-0.47,-1.59
-0.47,3.07,3.74,-1.15,-0.68
-1.15,3.07,3.87,-0.94,0.21
-0.94,3.42,3.52,0.81,1.75
0.81,3.73,3.12,1.26,0.45
1.26,3.69,3.09,0.69,-0.57
0.69,3.27,3.39,-1.04,-1.73
-1.04,3,3.84,-1.14,-0.1
-1.14,3.08,3.65,-0.46,0.68
-0.46,3.48,3.26,1.03,1.49
1.03,3.83,2.97,1.26,0.23
1.26,3.66,3.11,0.16,-1.1
0.16,3.21,3.59,-1.12,-1.28
-1.12,3.01,3.83,-1.12,0
-1.12,3.23,3.63,-0.07,1.05
-0.07,3.54,3.16,1.2,1.27
1.2,3.73,2.93,1.14,-0.06
1.14,3.51,3.18,-0.39,-1.53
-0.39,3.08,3.59,-1.08,-0.69
-1.08,3.05,3.71,-0.89,0.19
-0.89,3.3,3.39,0.78,1.67
0.78,3.68,3.01,1.22,0.44
1.22,3.68,3.05,0.64,-0.58
0.64,3.29,3.44,-0.99,-1.63
-0.99,3.01,3.77,-1.08,-0.09
-1.08,3.13,3.64,-0.19,0.89
-0.19,3.56,3.25,1.17,1.36
1.17,3.89,3.06,1.11,-0.06
1.11,3.65,3.29,-0.26,-1.37
-0.26,3.22,3.73,-1.14,-0.88
-1.14,3.12,3.9,-1.02,0.12
-1.02,3.43,3.6,0.55,1.57
0.55,3.87,3.18,1.18,0.63
1.18,3.89,3.15,0.89,-0.29
0.89,3.49,3.42,-0.47,-1.36
-0.47,3.14,3.77,-1.14,-0.67
-1.14,2.42,3.35,-1.01,0.13
-1.01,2.78,2.98,0.8,1.81
0.8,3.3,2.46,1.23,0.43
1.23,3.26,2.53,0.28,-0.95
0.28,2.73,3.02,-1.07,-1.35
-1.07,2.42,3.42,-1.06,0.01
-1.06,2.68,3.15,0.12,1.18
0.12,3.14,2.62,-0.67,-0.79
-0.67,2.73,3.06,1.02,1.69
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
0.03,0.14,0.14,-0.19,-0.22
-0.19,0.55,0.59,-0.24,-0.05
-0.24,1.12,1.05,0.07,0.31
0.07,1.7,1.44,0.2,0.13
0.2,2.12,1.83,-0.08,-0.28
-0.08,2.43,2.29,-0.39,-0.31
-0.39,2.71,2.65,0.03,0.42
0.03,3.03,2.76,0.53,0.5
0.53,3.22,2.85,0.39,-0.14
0.39,3.18,3.06,-0.6,-0.99
-0.6,3.14,3.35,-0.84,-0.24
-0.84,3.31,3.36,0.6,1.44
0.6,3.63,3.13,1.15,0.55
1.15,3.64,3.14,0.38,-0.77
0.38,3.34,3.55,-1.13,-1.51
-1.13,3.13,3.86,-1.09,0.04
-1.09,3.4,3.71,0.66,1.75
0.66,3.88,3.27,1.27,0.61
1.27,3.91,3.21,0.73,-0.54
0.73,3.48,3.63,-1.09,-1.82
-1.09,3.13,4.03,-1.13,-0.04
-1.13,3.3,3.88,-0.08,1.05
-0.08,3.76,3.4,1.15,1.23
1.15,3.99,3.18,1.11,-0.04
1.11,3.71,3.39,-0.63,-1.74
-0.63,3.29,3.89,-1.12,-0.49
-1.12,3.29,3.91,-0.53,0.59
-0.53,3.69,3.53,1.08,1.61
1.08,4.01,3.22,1.21,0.13
1.21,3.83,3.42,-0.34,-1.55
-0.34,3.35,3.89,-1.16,-0.82
-1.16,3.24,3.98,-0.85,0.31
-0.85,3.57,3.6,0.95,1.8
0.95,3.98,3.2,1.27,0.32
1.27,3.82,3.2,0.39,-0.88
0.39,3.38,3.68,-1.07,-1.46
-1.07,3.12,4,-1.1,-0.03
-1.1,3.4,3.8,0.12,1.22
0.12,3.88,3.38,1.19,1.07
1.19,4.04,3.23,1,-0.19
1,3.73,3.52,-0.6,-1.6
-0.6,3.29,3.88,-1.13,-0.53
-1.13,3.25,3.94,-0.81,0.32
-0.81,3.62,3.59,0.84,1.65
0.84,4.02,3.23,1.18,0.34
1.18,3.91,3.27,0.54,-0.64
0.54,3.49,3.69,-0.94,-1.48
-0.94,3.21,4,1.18,2.12
1.18,3.89,3.15,0.89,-0.29
0.89,3.49,3.42,-0.47,-1.36
-0.47,3.14,3.77,-1.14,-0.67
